filename,label
forged_0050.png,forged
forged_0051.png,forged
forged_0052.png,forged
forged_0053.png,forged
forged_0054.png,forged
forged_0055.png,forged
forged_0056.png,forged
forged_0057.png,forged
forged_0058.png,forged
forged_0059.png,forged
forged_0060.png,forged
forged_0061.png,forged
forged_0062.png,forged
forged_0063.png,forged
forged_0064.png,forged
forged_0065.png,forged
forged_0066.png,forged
forged_0067.png,forged
forged_0068.png,forged
forged_0069.png,forged
forged_0070.png,forged
forged_0071.png,forged
forged_0072.png,forged
forged_0073.png,forged
forged_0074.png,forged
forged_0075.png,forged
forged_0076.png,forged
forged_0077.png,forged
forged_0078.png,forged
forged_0079.png,forged
forged_0080.png,forged
forged_0081.png,forged
forged_0082.png,forged
forged_0083.png,forged
forged_0084.png,forged
forged_0085.png,forged
forged_0086.png,forged
forged_0087.png,forged
forged_0088.png,forged
forged_0089.png,forged
forged_0090.png,forged
forged_0091.png,forged
forged_0092.png,forged
forged_0093.png,forged
forged_0094.png,forged
forged_0095.png,forged
forged_0096.png,forged
forged_0097.png,forged
forged_0098.png,forged
forged_0099.png,forged
forged_0100.png,forged
forged_0101.png,forged
forged_0102.png,forged
forged_0103.png,forged
forged_0104.png,forged
forged_0105.png,forged
forged_0106.png,forged
forged_0107.png,forged
forged_0108.png,forged
forged_0109.png,forged
forged_0110.png,forged
forged_0111.png,forged
forged_0112.png,forged
forged_0113.png,forged
forged_0114.png,forged
forged_0115.png,forged
forged_0116.png,forged
forged_0117.png,forged
forged_0118.png,forged
forged_0119.png,forged
forged_0120.png,forged
forged_0121.png,forged
forged_0122.png,forged
forged_0123.png,forged
forged_0124.png,forged
forged_0125.png,forged
forged_0126.png,forged
forged_0127.png,forged
forged_0128.png,forged
forged_0129.png,forged
forged_0130.png,forged
forged_0131.png,forged
forged_0132.png,forged
forged_0133.png,forged
forged_0134.png,forged
forged_0135.png,forged
forged_0136.png,forged
forged_0137.png,forged
forged_0138.png,forged
forged_0139.png,forged
forged_0140.png,forged
forged_0141.png,forged
forged_0142.png,forged
forged_0143.png,forged
forged_0144.png,forged
forged_0145.png,forged
forged_0146.png,forged
forged_0147.png,forged
forged_0148.png,forged
forged_0149.png,forged
genuine_noisy_0000.png,genuine
genuine_noisy_0001.png,genuine
genuine_noisy_0002.png,genuine
genuine_noisy_0003.png,genuine
genuine_noisy_0004.png,genuine
genuine_noisy_0005.png,genuine
genuine_noisy_0006.png,genuine
genuine_noisy_0007.png,genuine
genuine_noisy_0008.png,genuine
genuine_noisy_0009.png,genuine
genuine_noisy_0010.png,genuine
genuine_noisy_0011.png,genuine
genuine_noisy_0012.png,genuine
genuine_noisy_0013.png,genuine
genuine_noisy_0014.png,genuine
forged_noisy_0000.png,forged
forged_noisy_0001.png,forged
forged_noisy_0002.png,forged
forged_noisy_0003.png,forged
forged_noisy_0004.png,forged
forged_noisy_0005.png,forged
forged_noisy_0006.png,forged
forged_noisy_0007.png,forged
forged_noisy_0008.png,forged
forged_noisy_0009.png,forged
forged_noisy_0010.png,forged
forged_noisy_0011.png,forged
forged_noisy_0012.png,forged
forged_noisy_0013.png,forged
forged_noisy_0014.png,forged
